text,heading,href,date,article_index,tag
"Nå blåser det imidlertid en optimistisk vind i norsk fotball, og etter Norges sterke borteseier mot Serbia mener den tidligere landslagssjefen Lars Lagerbäck at nordmennene er små favoritter.",Mener Norge har mye å lære av Sverige: − Et forbilde for oss,https://vg.no/sport/fotball/i/eEp4El/mener-norge-har-mye-aa-laere-av-sverige-et-forbilde-for-oss,2022-06-06,644.0,p
Brann strålte foran rekordpublikum: − Starten på noe veldig fint,Brann strålte foran rekordpublikum: − Starten på noe veldig fint,https://vg.no/sport/fotball/i/pWavBV/brann-straalte-foran-rekordpublikum-starten-paa-noe-veldig-fint,2022-06-06,645.0,h1
"(Brann Kvinner – Vålerenga Kvinner 1–0) Foran et rekordstort publikum på 10.582, var det klasseforskjell mellom serieleder Brann og serietoer Vålerenga.",Brann strålte foran rekordpublikum: − Starten på noe veldig fint,https://vg.no/sport/fotball/i/pWavBV/brann-straalte-foran-rekordpublikum-starten-paa-noe-veldig-fint,2022-06-06,645.0,p
"– Dette er en enorm opplevelse å være med på. For en vanvittig stemning, sa NRKs fotballekspert Carl-Erik Torp underveis i oppgjøret.",Brann strålte foran rekordpublikum: − Starten på noe veldig fint,https://vg.no/sport/fotball/i/pWavBV/brann-straalte-foran-rekordpublikum-starten-paa-noe-veldig-fint,2022-06-06,645.0,p
Kulusevski slaktet eget lag – så kom han med en klar advarsel til kritikerne,Kulusevski slaktet eget lag – så kom han med en klar advarsel til kritikerne,https://vg.no/sport/fotball/i/28aABr/kulusevski-slaktet-eget-lag-saa-kom-han-med-en-klar-advarsel-til-kritikerne,2022-06-07,646.0,h1
"STOCKHOLM (VG) Mens landslagssjef Janne Andersson sier at «de var faen meg ikke bedre enn oss», er den svenske stjernen Dejan Kulusevski mildt sagt misfornøyd med lagets prestasjon mot Norge.",Kulusevski slaktet eget lag – så kom han med en klar advarsel til kritikerne,https://vg.no/sport/fotball/i/28aABr/kulusevski-slaktet-eget-lag-saa-kom-han-med-en-klar-advarsel-til-kritikerne,2022-06-07,646.0,p
– Det var dårlig. Bare dårlig. De var bedre enn oss.,Kulusevski slaktet eget lag – så kom han med en klar advarsel til kritikerne,https://vg.no/sport/fotball/i/28aABr/kulusevski-slaktet-eget-lag-saa-kom-han-med-en-klar-advarsel-til-kritikerne,2022-06-07,646.0,p
Haavi preget av Fiskerstrands mareritt: − Vet hva hun skal gjennom,Haavi preget av Fiskerstrands mareritt: − Vet hva hun skal gjennom,https://vg.no/sport/fotball/i/pWanXo/haavi-preget-av-fiskerstrands-mareritt-vet-hva-hun-skal-gjennom,2022-06-07,647.0,h1
Få vet bedre hvilket skademareritt landslagskeeper Cecilie Fiskerstrand (26) står midt oppi enn Emilie Haavi (29).,Haavi preget av Fiskerstrands mareritt: − Vet hva hun skal gjennom,https://vg.no/sport/fotball/i/pWanXo/haavi-preget-av-fiskerstrands-mareritt-vet-hva-hun-skal-gjennom,2022-06-07,647.0,p
13. juni 2019.,Haavi preget av Fiskerstrands mareritt: − Vet hva hun skal gjennom,https://vg.no/sport/fotball/i/pWanXo/haavi-preget-av-fiskerstrands-mareritt-vet-hva-hun-skal-gjennom,2022-06-07,647.0,p
Har aldri opplevd et bedre Norge: − Det er noe spesielt på gang,Har aldri opplevd et bedre Norge: − Det er noe spesielt på gang,https://vg.no/sport/fotball/i/XqmAlm/har-aldri-opplevd-et-bedre-norge-det-er-noe-spesielt-paa-gang,2022-06-07,648.0,h1
STOCKHOLM/OSLO (VG) Etter to sterke borteseirer på rad er ikke Martin Ødegaard (23) i tvil: Han har aldri opplevd et norsk lag som er så bra som dagens Norge-lag.,Har aldri opplevd et bedre Norge: − Det er noe spesielt på gang,https://vg.no/sport/fotball/i/XqmAlm/har-aldri-opplevd-et-bedre-norge-det-er-noe-spesielt-paa-gang,2022-06-07,648.0,p
"– Nei, det har jeg ikke. Jeg har sagt det mange ganger, det er noe spesielt på gang.",Har aldri opplevd et bedre Norge: − Det er noe spesielt på gang,https://vg.no/sport/fotball/i/XqmAlm/har-aldri-opplevd-et-bedre-norge-det-er-noe-spesielt-paa-gang,2022-06-07,648.0,p
Dommeren stoppet G19-kamp etter fire røde kort – måtte få politihjelp,Dommeren stoppet G19-kamp etter fire røde kort – måtte få politihjelp,https://vg.no/sport/fotball/i/a7RzW4/dommeren-stoppet-g19-kamp-etter-fire-roede-kort-maatte-faa-politihjelp,2022-06-08,649.0,h1
Da dommeren valgte å stoppe mandagens G19-oppgjør mellom to klubber i Oslo-området ble det kaos – og han måtte få politieskorte av banen. Leder for den ene klubben sier det er aktuelt å legge ned laget.,Dommeren stoppet G19-kamp etter fire røde kort – måtte få politihjelp,https://vg.no/sport/fotball/i/a7RzW4/dommeren-stoppet-g19-kamp-etter-fire-roede-kort-maatte-faa-politihjelp,2022-06-08,649.0,p
"– Vi skal ha et styremøte i kveld (tirsdag, journ. anm). Vi er en nystartet klubb, og saker som dette er en belastning for oss.",Dommeren stoppet G19-kamp etter fire røde kort – måtte få politihjelp,https://vg.no/sport/fotball/i/a7RzW4/dommeren-stoppet-g19-kamp-etter-fire-roede-kort-maatte-faa-politihjelp,2022-06-08,649.0,p
Kane sikret England-poeng i Tyskland med landslagsmål nummer 50: − Han er spesiell,Kane sikret England-poeng i Tyskland med landslagsmål nummer 50: − Han er spesiell,https://vg.no/sport/fotball/i/47aMQo/kane-sikret-england-poeng-i-tyskland-med-landslagsmaal-nummer-50-han-er-spesiell,2022-06-08,650.0,h1
"(Tyskland – England 1–1) Videodømmingen fratok først Tyskland scoring, så ble samme verktøy brukt for å skaffe straffe til England. Dermed kunne Harry Kane (28) score for tredje gang på tre landskamper mot Tyskland.",Kane sikret England-poeng i Tyskland med landslagsmål nummer 50: − Han er spesiell,https://vg.no/sport/fotball/i/47aMQo/kane-sikret-england-poeng-i-tyskland-med-landslagsmaal-nummer-50-han-er-spesiell,2022-06-08,650.0,p
England-kapteinen satte samtidig inn sitt 50.,Kane sikret England-poeng i Tyskland med landslagsmål nummer 50: − Han er spesiell,https://vg.no/sport/fotball/i/47aMQo/kane-sikret-england-poeng-i-tyskland-med-landslagsmaal-nummer-50-han-er-spesiell,2022-06-08,650.0,p
Ny rapport: Bare to er dyrere enn Haaland i verden,Ny rapport: Bare to mann dyrere enn Haaland i verden,https://vg.no/sport/fotball/i/eEpx1K/ny-rapport-bare-to-er-dyrere-enn-haaland-i-verden,2022-06-08,651.0,h1
Manchester City mener de har gjort et kupp ved å signere Erling Braut Haaland (21) for rundt 600 millioner kroner. Et analysebyrå gir den engelske storklubben rett.,Ny rapport: Bare to mann dyrere enn Haaland i verden,https://vg.no/sport/fotball/i/eEpx1K/ny-rapport-bare-to-er-dyrere-enn-haaland-i-verden,2022-06-08,651.0,p
"Jærbuen øker markedsverdien sin nærmest for hver kamp han spiller slik han opptrer for Norge om dagen. Med tre mål på to kamper mot Serbia og Sverige, er den kommende Manchester City-spissen brennhet.",Ny rapport: Bare to mann dyrere enn Haaland i verden,https://vg.no/sport/fotball/i/eEpx1K/ny-rapport-bare-to-er-dyrere-enn-haaland-i-verden,2022-06-08,651.0,p
Landslagsspillerne om drittslenging på banen: − Ville ikke gjort det mot Erling,Landslagsspillerne om drittslenging på banen: − Ville ikke gjort det mot Erling,https://vg.no/sport/fotball/i/a7RVoL/landslagsspillerne-om-drittslenging-paa-banen-ville-ikke-gjort-det-mot-erling,2022-06-08,652.0,h1
ULLEVAAL STADION (VG) Disputten mellom Erling Braut Haaland og Sverige-stopper Alexander Milošević skaper overskrifter også utenfor Skandinavia. De norske landslagsspillerne synes det er vanskelig å si hvor grensen for drittslenging går.,Landslagsspillerne om drittslenging på banen: − Ville ikke gjort det mot Erling,https://vg.no/sport/fotball/i/a7RVoL/landslagsspillerne-om-drittslenging-paa-banen-ville-ikke-gjort-det-mot-erling,2022-06-08,652.0,p
"– Det er et veldig godt spørsmål, og det er nok ikke noe godt svar på det, men jeg tror at vi skal jobbe mot å prøve å unngå det.",Landslagsspillerne om drittslenging på banen: − Ville ikke gjort det mot Erling,https://vg.no/sport/fotball/i/a7RVoL/landslagsspillerne-om-drittslenging-paa-banen-ville-ikke-gjort-det-mot-erling,2022-06-08,652.0,p
Landslaget feiret på luksusbåt: − Får se om jeg får en faktura,Landslaget feiret på luksusbåt: − Får se om jeg får en faktura,https://vg.no/sport/fotball/i/rEaxll/landslaget-feiret-paa-luksusbaat-faar-se-om-jeg-faar-en-faktura,2022-06-08,653.0,h1
ULLEVAAL STADION (VG) Det norske herrelandslaget tilbrakte mandagens solfylte dag i Oslo på yacht etter seirene mot Serbia og Sverige. Jens Petter Hauge (22) har tilbudt seg å ta regningen.,Landslaget feiret på luksusbåt: − Får se om jeg får en faktura,https://vg.no/sport/fotball/i/rEaxll/landslaget-feiret-paa-luksusbaat-faar-se-om-jeg-faar-en-faktura,2022-06-08,653.0,p
"Mens solen stekte på himmelen over Norges hovedstad, hoppet Erling Braut Haaland (21), Jens Petter Hauge, Morten Thorsby (26) og majoriteten av landslagskompisene i sjøen.",Landslaget feiret på luksusbåt: − Får se om jeg får en faktura,https://vg.no/sport/fotball/i/rEaxll/landslaget-feiret-paa-luksusbaat-faar-se-om-jeg-faar-en-faktura,2022-06-08,653.0,p
Her er «Dio» på Vålerenga-trening: − Har det fortsatt,Her er «Dio» på Vålerenga-trening: − Har det fortsatt,https://vg.no/sport/fotball/i/1Oagpl/her-er-dio-paa-vaalerenga-trening-har-det-fortsatt,2022-06-09,654.0,h1
EKEBERG (VG) Tidligere Premier League- og landslagsspiller Adama Diomande (32) dukket opp på Vålerengas første trening etter sommerpausen.,Her er «Dio» på Vålerenga-trening: − Har det fortsatt,https://vg.no/sport/fotball/i/1Oagpl/her-er-dio-paa-vaalerenga-trening-har-det-fortsatt,2022-06-09,654.0,p
Ikledd gule sko og Vålerengas blå treningsklær kom Diomande ut på KFUM Arena i Oslo sammen med Dag-Eilev Fagermos mannskap onsdag ettermiddag.,Her er «Dio» på Vålerenga-trening: − Har det fortsatt,https://vg.no/sport/fotball/i/1Oagpl/her-er-dio-paa-vaalerenga-trening-har-det-fortsatt,2022-06-09,654.0,p
Markus Fjørtoft: Han som valgte en annen vei enn faren,Markus Fjørtoft: Han som valgte en annen vei enn faren,https://vg.no/sport/fotball/i/WjGxla/markus-fjoertoft-han-som-valgte-en-annen-vei-enn-faren,2022-06-09,655.0,h1
"Da han løp inn på Tynecastle i Edinburgh foran 15 000 tilskuere, for å debutere i skotsk Premier League 25 år gammel - da tenkte Markus Fjørtoft: «... alt var likevel verd det ...»",Markus Fjørtoft: Han som valgte en annen vei enn faren,https://vg.no/sport/fotball/i/WjGxla/markus-fjoertoft-han-som-valgte-en-annen-vei-enn-faren,2022-06-09,655.0,p
Det er mange veier til barndommens mål om en proffkarriere innen fotball.,Markus Fjørtoft: Han som valgte en annen vei enn faren,https://vg.no/sport/fotball/i/WjGxla/markus-fjoertoft-han-som-valgte-en-annen-vei-enn-faren,2022-06-09,655.0,p
Solbakken pratet med Normann etter vrakingen: − Han er litt lei seg,Solbakken pratet med Normann etter vrakingen: − Han er litt lei seg,https://vg.no/sport/fotball/i/7daXVB/solbakken-pratet-med-normann-etter-vrakingen-han-er-litt-lei-seg,2022-06-09,656.0,h1
"ULLEVAAL STADION (VG) Etter lenge å ha vært en nøkkelspiller under Ståle Solbakken, står Mathias Normann (26) uten minutter denne samlingen.",Solbakken pratet med Normann etter vrakingen: − Han er litt lei seg,https://vg.no/sport/fotball/i/7daXVB/solbakken-pratet-med-normann-etter-vrakingen-han-er-litt-lei-seg,2022-06-09,656.0,p
"– Han er litt lei seg på grunn av det, forteller landslagssjefen på pressekonferansen dagen før torsdagens hjemmemøte med Slovenia.",Solbakken pratet med Normann etter vrakingen: − Han er litt lei seg,https://vg.no/sport/fotball/i/7daXVB/solbakken-pratet-med-normann-etter-vrakingen-han-er-litt-lei-seg,2022-06-09,656.0,p
Slår tilbake mot Roma-rykter: − Direkte feil,Slår tilbake mot Roma-rykter: − Direkte feil,https://vg.no/sport/fotball/i/a7R51E/slaar-tilbake-mot-roma-rykter-direkte-feil,2022-06-09,657.0,h1
"Agenten avviser at Glimt-profilen Ola Solbakken (23) er så godt som klar for Roma, slik flere medier hevder.",Slår tilbake mot Roma-rykter: − Direkte feil,https://vg.no/sport/fotball/i/a7R51E/slaar-tilbake-mot-roma-rykter-direkte-feil,2022-06-09,657.0,p
"– Det som meldes er direkte feil. Det provoserer meg, sier Solbakkens agent, Bjørn Tore Kvarme, til VG.",Slår tilbake mot Roma-rykter: − Direkte feil,https://vg.no/sport/fotball/i/a7R51E/slaar-tilbake-mot-roma-rykter-direkte-feil,2022-06-09,657.0,p
Trekker G19-laget fra serien etter at politiet måtte hjelpe dommeren,Trekker G19-laget fra serien etter at politiet måtte hjelpe dommeren,https://vg.no/sport/fotball/i/k6oAnA/trekker-g19-laget-fra-serien-etter-at-politiet-maatte-hjelpe-dommeren,2022-06-09,658.0,h1
Dommeren måtte få politihjelp etter en kamp mellom to G19-lag i Oslo-området mandag kveld. Nå har klubbledelsen valgt å trekke det aktuelle laget fra serien. ,Trekker G19-laget fra serien etter at politiet måtte hjelpe dommeren,https://vg.no/sport/fotball/i/k6oAnA/trekker-g19-laget-fra-serien-etter-at-politiet-maatte-hjelpe-dommeren,2022-06-09,658.0,p
"Mandag eskalerte det mellom to juniorlag i Oslo-området. Bortelaget hadde fått fire røde kort, og dommeren stoppet kampen et kvarters tid før slutt i samråd med lagets trener. ",Trekker G19-laget fra serien etter at politiet måtte hjelpe dommeren,https://vg.no/sport/fotball/i/k6oAnA/trekker-g19-laget-fra-serien-etter-at-politiet-maatte-hjelpe-dommeren,2022-06-09,658.0,p
King reagerer på fotballens ukultur: − Ikke greit,King reagerer på fotballens ukultur: − Ikke greit,https://vg.no/sport/fotball/i/WjPQ5K/king-reagerer-paa-fotballens-ukultur-ikke-greit,2022-06-09,659.0,h1
ULLEVÅL (VG) Joshua King (30) har fått nok av alle ukvemsordene som hagler på fotballbanen - og tar samtidig et oppgjør med rasisme. ,King reagerer på fotballens ukultur: − Ikke greit,https://vg.no/sport/fotball/i/WjPQ5K/king-reagerer-paa-fotballens-ukultur-ikke-greit,2022-06-09,659.0,p
"Etter at Erling Braut Haaland hevdet han ble kalt «en hore» av Alexander Milosevic, har det blitt diskutert mye rundt hva som blir sagt blant spillerne ute på banen. ",King reagerer på fotballens ukultur: − Ikke greit,https://vg.no/sport/fotball/i/WjPQ5K/king-reagerer-paa-fotballens-ukultur-ikke-greit,2022-06-09,659.0,p
Bekreftet: Mathias Kjølø fra PSV Eindhoven til FC Twente,Bekreftet: Mathias Kjølø fra PSV Eindhoven til FC Twente,https://vg.no/sport/fotball/i/y4ok4A/bekreftet-mathias-kjoeloe-fra-psv-eindhoven-til-fc-twente,2022-06-09,660.0,h1
"Slik VG meldte tidligere onsdag, bytter U20-landslagskapteinen Mathias Kjølø (20) klubb.",Bekreftet: Mathias Kjølø fra PSV Eindhoven til FC Twente,https://vg.no/sport/fotball/i/y4ok4A/bekreftet-mathias-kjoeloe-fra-psv-eindhoven-til-fc-twente,2022-06-09,660.0,p
Etter fem sesonger i nederlandske PSV Eindhoven skal 20-åringen fortsette karrieren i FC Twente.,Bekreftet: Mathias Kjølø fra PSV Eindhoven til FC Twente,https://vg.no/sport/fotball/i/y4ok4A/bekreftet-mathias-kjoeloe-fra-psv-eindhoven-til-fc-twente,2022-06-09,660.0,p
Fotball-Norges nye superpar: Aron Dønnum og Celin Bizet Ildhusøy,Fotball-Norges nye superpar: Aron Dønnum og Celin Bizet Ildhusøy,https://vg.no/sport/fotball/i/rEaoKw/fotball-norges-nye-superpar-aron-doennum-og-celin-bizet-ildhusoey,2022-06-09,661.0,h1
Vålerenga-profilen Aron Dønnum (24) og landslagsspiller Celin Bizet Ildhusøy (20) er mer enn bare venner.,Fotball-Norges nye superpar: Aron Dønnum og Celin Bizet Ildhusøy,https://vg.no/sport/fotball/i/rEaoKw/fotball-norges-nye-superpar-aron-doennum-og-celin-bizet-ildhusoey,2022-06-09,661.0,p
Det bekrefter de overfor VG. Dagbladet har også omtalt nyheten.,Fotball-Norges nye superpar: Aron Dønnum og Celin Bizet Ildhusøy,https://vg.no/sport/fotball/i/rEaoKw/fotball-norges-nye-superpar-aron-doennum-og-celin-bizet-ildhusoey,2022-06-09,661.0,p
Sander Berge bekrefter kjæreste – ble spleiset av Alexander Sørloth,Sander Berge bekrefter kjæreste – ble spleiset av Alexander Sørloth,https://vg.no/sport/fotball/i/JxmEx6/sander-berge-bekrefter-kjaereste-ble-spleiset-av-alexander-soerloth,2022-06-10,662.0,h1
"ULLEVAAL STADION (VG) Sander Berge (24) var skuffet etter 0–0 mot Slovenia, men røper at det går bra utenfor banen: Han kan nemlig avsløre at han ikke er singel.",Sander Berge bekrefter kjæreste – ble spleiset av Alexander Sørloth,https://vg.no/sport/fotball/i/JxmEx6/sander-berge-bekrefter-kjaereste-ble-spleiset-av-alexander-soerloth,2022-06-10,662.0,p
"Som sistemann ut til spillerbussen stilte 24-åringen tålmodig og høflig opp på alt pressen lurte på, til og med spørsmål om egen sivilstatus.",Sander Berge bekrefter kjæreste – ble spleiset av Alexander Sørloth,https://vg.no/sport/fotball/i/JxmEx6/sander-berge-bekrefter-kjaereste-ble-spleiset-av-alexander-soerloth,2022-06-10,662.0,p
VG-børsen: Ødegaard best på fortvilende kveld for Norge,VG-børsen: Ødegaard best på fortvilende kveld for Norge,https://vg.no/sport/fotball/i/MLy3Jm/vg-boersen-oedegaard-best-paa-fortvilende-kveld-for-norge,2022-06-10,663.0,h1
ULLEVAAL (Norge – Slovenia 0–0) Norge fikk det ikke til å klaffe mot Slovenia.,VG-børsen: Ødegaard best på fortvilende kveld for Norge,https://vg.no/sport/fotball/i/MLy3Jm/vg-boersen-oedegaard-best-paa-fortvilende-kveld-for-norge,2022-06-10,663.0,p
"Etter å ha startet Nations League med sterke borteseire mot Serbia og Svergie, var Norge store favoritter hjemme mot Slovenia.",VG-børsen: Ødegaard best på fortvilende kveld for Norge,https://vg.no/sport/fotball/i/MLy3Jm/vg-boersen-oedegaard-best-paa-fortvilende-kveld-for-norge,2022-06-10,663.0,p
Ny Sverige-smell: − Klart det er dritt,Ny Sverige-smell: − Klart det er dritt,https://vg.no/sport/fotball/i/Kz5ywE/ny-sverige-smell-klart-det-er-dritt,2022-06-10,664.0,h1
"(Sverige – Serbia 0–1) Det går ikke på skinner for Sverige. To hjemmetap på rad er fasit, og for å gjøre vondt til verre er fem midtstoppere ute med skade i forkant av Norge-kampen søndag.",Ny Sverige-smell: − Klart det er dritt,https://vg.no/sport/fotball/i/Kz5ywE/ny-sverige-smell-klart-det-er-dritt,2022-06-10,664.0,p
"– Det er klart det er dritt å tape fotballkamper. Jeg hater å tape fotballkamper og det gjør spillerne også. Men jeg kan ikke klandre dem når de gjør en sånn kamp, sier trener Janne Andersson til TV6.",Ny Sverige-smell: − Klart det er dritt,https://vg.no/sport/fotball/i/Kz5ywE/ny-sverige-smell-klart-det-er-dritt,2022-06-10,664.0,p
Norge sløste med store sjanser: − Mye frustrasjon ,Norge sløste med store sjanser: − Mye frustrasjon ,https://vg.no/sport/fotball/i/BjQl8E/norge-sloeste-med-store-sjanser-mye-frustrasjon,2022-06-10,665.0,h1
"ULLEVAAL STADION (VG) (Norge – Slovenia 0–0) Ingenting stemte for Ståle Solbakkens menn før pause. Så tok landslagssjefen grep, men tross et massivt trykk og slovensk utvisning, fikk ikke Norge ballen i mål.",Norge sløste med store sjanser: − Mye frustrasjon ,https://vg.no/sport/fotball/i/BjQl8E/norge-sloeste-med-store-sjanser-mye-frustrasjon,2022-06-10,665.0,p
"– Vi må ikke grave oss ned. Dette er fotball. Noen ganger går ikke ballen inn, sier Solbakken til TV 2. ",Norge sløste med store sjanser: − Mye frustrasjon ,https://vg.no/sport/fotball/i/BjQl8E/norge-sloeste-med-store-sjanser-mye-frustrasjon,2022-06-10,665.0,p
Forventer travel sommer: − En del som har tenkt at de skal bytte,Forventer travel sommer: − En del som har tenkt at de skal bytte,https://vg.no/sport/fotball/i/0GaMV6/forventer-travel-sommer-en-del-som-har-tenkt-at-de-skal-bytte,2022-06-10,666.0,h1
"ULLEVAAL STADION (VG) Nedrykk, lite spilletid og kontrakter som går mot slutten er noen av årsakene til at mange av landslagsspillerne trolig må flytte på seg i sommer.",Forventer travel sommer: − En del som har tenkt at de skal bytte,https://vg.no/sport/fotball/i/0GaMV6/forventer-travel-sommer-en-del-som-har-tenkt-at-de-skal-bytte,2022-06-10,666.0,p
"– Jeg har ikke summert opp, men det er nok en del som har tenkt at de skal bytte, sier Ståle Solbakken under onsdagens pressekonferanse på Ullevaal foran møtet med Slovenia i Nations League.",Forventer travel sommer: − En del som har tenkt at de skal bytte,https://vg.no/sport/fotball/i/0GaMV6/forventer-travel-sommer-en-del-som-har-tenkt-at-de-skal-bytte,2022-06-10,666.0,p
Fra landslagsspiller til VIF-nedtur: − Det er jo helt forferdelig,Fra landslagsspiller til VIF-nedtur: − Det er jo helt forferdelig,https://vg.no/sport/fotball/i/XqXwmB/fra-landslagsspiller-til-vif-nedtur-det-er-jo-helt-forferdelig,2022-06-10,667.0,h1
"VALLE (VG) For ett år siden debuterte Aron Dønnum (24) for Norge. Motgangen i etterkant er vanskeligere å takle enn folk trolig forstår, forteller en av Eliteseriens største profiler.",Fra landslagsspiller til VIF-nedtur: − Det er jo helt forferdelig,https://vg.no/sport/fotball/i/XqXwmB/fra-landslagsspiller-til-vif-nedtur-det-er-jo-helt-forferdelig,2022-06-10,667.0,p
"– Vi er mange som har spilt fotball siden vi var to-tre år. Vi har hatt en drøm, vi har «grini», slitt og omtrent gått gjennom psykiske problemer opp gjennom. Det er en ekstremt tøff sport.",Fra landslagsspiller til VIF-nedtur: − Det er jo helt forferdelig,https://vg.no/sport/fotball/i/XqXwmB/fra-landslagsspiller-til-vif-nedtur-det-er-jo-helt-forferdelig,2022-06-10,667.0,p
Medier: Liverpool med gigantbud på stjerneskuddet «alle» vil ha,Medier: Liverpool med gigantbud på stjerneskuddet «alle» vil ha,https://vg.no/sport/fotball/i/k6naya/medier-liverpool-med-gigantbud-paa-stjerneskuddet-alle-vil-ha,2022-06-10,668.0,h1
"Stjerneskuddet Darwin Nuñez har blitt et av Europas heteste overgangsobjekter. 22-åringen skal være på ønskelisten til flere storklubber, og Liverpool skal være villige til å sette ny klubbrekord for å hente ham til Anfield. ",Medier: Liverpool med gigantbud på stjerneskuddet «alle» vil ha,https://vg.no/sport/fotball/i/k6naya/medier-liverpool-med-gigantbud-paa-stjerneskuddet-alle-vil-ha,2022-06-10,668.0,p
"Flere omtaler ham som «det neste store» fra et land som har fostret frem spisser som Diego Forlan, Luis Suárez, Edinson Cavani.",Medier: Liverpool med gigantbud på stjerneskuddet «alle» vil ha,https://vg.no/sport/fotball/i/k6naya/medier-liverpool-med-gigantbud-paa-stjerneskuddet-alle-vil-ha,2022-06-10,668.0,p
Svensk millionglis: Tjener mest i tysk storklubb,Svensk millionglis: Tjener mest i tysk storklubb,https://vg.no/sport/fotball/i/rExEVe/svensk-millionglis-tjener-mest-i-tysk-storklubb,2022-06-11,669.0,h1
"Svenske Emil Forsberg (30) er en av lønnskongene i Bundesliga, hvor han tjener desidert mest i sin klubb.",Svensk millionglis: Tjener mest i tysk storklubb,https://vg.no/sport/fotball/i/rExEVe/svensk-millionglis-tjener-mest-i-tysk-storklubb,2022-06-11,669.0,p
Forsberg får oppleve et utsolgt Ullevaal stadion når han og landslagskollegene går ut på gresset mot Norge i Nations League søndag kveld.,Svensk millionglis: Tjener mest i tysk storklubb,https://vg.no/sport/fotball/i/rExEVe/svensk-millionglis-tjener-mest-i-tysk-storklubb,2022-06-11,669.0,p
Norges unggutter gjorde jobben mot Finland – stormer mot første EM-sluttspill på ti år,Norges unggutter gjorde jobben mot Finland – stormer mot første EM-sluttspill på ti år,https://vg.no/sport/fotball/i/G3WM76/norges-unggutter-gjorde-jobben-mot-finland-stormer-mot-foerste-em-sluttspill-paa-ti-aar,2022-06-11,670.0,h1
(Finland U21 – Norge U21 0–2) Emil Konradsen Ceïde (20) og Fredrik Oppegård (19) sørget for norsk seier mot Finland. Dermed trenger Norges U21-gutter «bare» en seier mot Aserbajdsjan for å nå sitt første EM-sluttspill siden 2013.,Norges unggutter gjorde jobben mot Finland – stormer mot første EM-sluttspill på ti år,https://vg.no/sport/fotball/i/G3WM76/norges-unggutter-gjorde-jobben-mot-finland-stormer-mot-foerste-em-sluttspill-paa-ti-aar,2022-06-11,670.0,p
Dermed går ti års ventetid mot slutten. Ved seier hjemme mot Aserbajdsjan førstkommende tirsdag vil Norge være klare for sitt første EM-sluttspill på U21-nivå siden 2013.,Norges unggutter gjorde jobben mot Finland – stormer mot første EM-sluttspill på ti år,https://vg.no/sport/fotball/i/G3WM76/norges-unggutter-gjorde-jobben-mot-finland-stormer-mot-foerste-em-sluttspill-paa-ti-aar,2022-06-11,670.0,p
Viking-stopperen leverte mot Norge: − Går en veldig spennende fremtid i møte,Viking-stopperen leverte mot Norge: − Går en veldig spennende fremtid i møte,https://vg.no/sport/fotball/i/Orx861/viking-stopperen-leverte-mot-norge-gaar-en-veldig-spennende-fremtid-i-moete,2022-06-11,671.0,h1
ULLEVAAL STADION (VG) I sin tredje landskamp bidro David Brekalo (23) til at Slovenia holdt nullen mot Erling Braut Haaland (21) og Norge. Fra Stavanger sitter komplimentene løst til Viking-stopperen.,Viking-stopperen leverte mot Norge: − Går en veldig spennende fremtid i møte,https://vg.no/sport/fotball/i/Orx861/viking-stopperen-leverte-mot-norge-gaar-en-veldig-spennende-fremtid-i-moete,2022-06-11,671.0,p
"– Det var meget solid. Han er ganske fersk i A-lagssammenheng for Slovenia, og det var den beste kampen hans der, sier Viking-trener Morten Jensen til VG.",Viking-stopperen leverte mot Norge: − Går en veldig spennende fremtid i møte,https://vg.no/sport/fotball/i/Orx861/viking-stopperen-leverte-mot-norge-gaar-en-veldig-spennende-fremtid-i-moete,2022-06-11,671.0,p
Lukket møte før U21-suksessen: − Noen som ikke tør si sin mening,Lukket møte før U21-suksessen: − Noen som ikke tør si sin mening,https://vg.no/sport/fotball/i/BjaOag/lukket-moete-foer-u21-suksessen-noen-som-ikke-toer-si-sin-mening,2022-06-11,672.0,h1
"Da denne landslagssamlingen startet, samlet kapteinene Erik Botheim (22) og Jørgen Strand Larsen (22) resten av U21-troppen til et ekstraordinært spillermøte. Det førte til forvandlingen mot Kroatia,  mener duoen.",Lukket møte før U21-suksessen: − Noen som ikke tør si sin mening,https://vg.no/sport/fotball/i/BjaOag/lukket-moete-foer-u21-suksessen-noen-som-ikke-toer-si-sin-mening,2022-06-11,672.0,p
"– Enten får trenerne sparken når spillerne har møter – eller så kommer det noe bra ut av det, smiler U21-landslagssjef Leif Gunnar Smerud.",Lukket møte før U21-suksessen: − Noen som ikke tør si sin mening,https://vg.no/sport/fotball/i/BjaOag/lukket-moete-foer-u21-suksessen-noen-som-ikke-toer-si-sin-mening,2022-06-11,672.0,p
Hevder de ikke vet hvem Sveriges stoppere er: − Ikke hørt om,Hevder de ikke vet hvem Sveriges stoppere er: − Ikke hørt om,https://vg.no/sport/fotball/i/lVPzEo/hevder-de-ikke-vet-hvem-sveriges-stoppere-er-ikke-hoert-om,2022-06-11,673.0,h1
