,heading,href,date
4033,Klaveness holdt ny «FIFA-tale»: − Det koster emosjonelt,https://vg.no/sport/fotball/i/4oodV9/klaveness-holdt-ny-fifa-tale-det-koster-emosjonelt,2022-10-15
4034,Fantasy Premier League Gameweek 11: Problemene hoper seg opp,https://vg.no/sport/fotball/i/155kyM/fantasy-premier-league-gameweek-11-problemene-hoper-seg-opp,2022-10-15
4035,Endelig en opptur for Viking - Brekalo matchvinner etter ekstraomganger,https://vg.no/sport/fotball/i/APL4er/endelig-en-opptur-for-viking-brekalo-matchvinner-etter-ekstraomganger,2022-10-15
4036,Vil ikke gå i «Mourinho-fellen»: − Den største største feilen vi kan gjøre,https://vg.no/sport/fotball/i/gE6VgJ/vil-ikke-gaa-i-mourinho-fellen-den-stoerste-stoerste-feilen-vi-kan-gjoere,2022-10-15
4037,Fransk avis hevder PSG startet svertekampanje mot Mbappé,https://vg.no/sport/fotball/i/ab7XE2/fransk-avis-hevder-psg-startet-svertekampanje-mot-mbappe,2022-10-15
4038,NFF beholder cupen som normalt – vil innføre «skjebneuke»,https://vg.no/sport/fotball/i/kE6A4j/nff-beholder-cupen-som-normalt-vil-innfoere-skjebneuke,2022-10-15
4039,Liverpool refset publikum for homohets i poengdeling,https://vg.no/sport/fotball/i/MoPzPo/liverpool-refset-publikum-for-homohets-i-poengdeling?utm_content=evergreens-widget-1&utm_source=fotball,2022-10-15
4040,Dette er mannen som vil kjøpe Manchester United,https://vg.no/sport/fotball/i/zE4J91/sir-jim-ratcliffe-dette-er-mannen-som-vil-kjoepe-manchester-united?utm_content=evergreens-widget-2&utm_source=fotball,2022-10-15
4041,Skrev seg til proffkarriere – nå er Dan Eggen filosof,https://vg.no/sport/fotball/i/pQnpWj/skrev-seg-til-proffkarriere-naa-er-dan-eggen-filosof?utm_content=evergreens-widget-3&utm_source=fotball,2022-10-15
4042,Kane scoret i jubileumskampen,https://vg.no/sport/fotball/i/XbbMgn/kane-scoret-i-jubileumskampen,2022-10-16
4043,RBKs angrepstrio fikset biffen etter grov dommertabbe: − Katastrofe,https://vg.no/sport/fotball/i/eJJM9R/rbks-angrepstrio-fikset-biffen-etter-grov-dommertabbe-katastrofe,2022-10-16
4044,Gammel kjenning plaget Tromsø – vanvittig snuoperasjon reddet dagen,https://vg.no/sport/fotball/i/xggm9B/gammel-kjenning-plaget-tromsoe-vanvittig-snuoperasjon-reddet-dagen,2022-10-16
4045,Klopp frustrert før City-kampen: − Du vil ikke like svaret,https://vg.no/sport/fotball/i/mQQQnE/klopp-frustrert-foer-city-kampen-du-vil-ikke-like-svaret,2022-10-16
4046,Guardiola svarte på Shearer-påstand om Haaland-rolle,https://vg.no/sport/fotball/i/VPP1J6/guardiola-svarte-paa-shearer-paastand-om-haaland-rolle,2022-10-16
4047,Bekymret Klaveness spår kollaps: − Vi tåler ikke en ny runde,https://vg.no/sport/fotball/i/WRRbrr/bekymret-klaveness-spaar-kollaps-dersom-saudi-arabia-faar-vm,2022-10-16
4048,Klopp frykter Haaland før toppmøtet: − Sensasjonell,https://vg.no/sport/fotball/i/jllzJn/klopp-frykter-haaland-foer-toppmoetet-sensasjonell,2022-10-16
4049,Stortalentet Fofana og innbytter Eriksen sikret viktig Molde-seier i Europa,https://vg.no/sport/fotball/i/jlldq9/stortalentet-fofana-og-innbytter-eriksen-sikret-viktig-molde-seier-i-europa,2022-10-16
